FIELD,MAJOR,RESERVOIR,API_UWI,TVD_FT,LateralLength_FT,ENVOperator,WellName,ProducingMonth,TotalProdMonths,ProducingDays,LiquidsProd_BBL,GasProd_MCF,WaterProd_BBL
IDARADO2,OIL,WCA,42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2021-12-01,8,31,8883,35814,16338
IDARADO2,OIL,WCA,42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-01-01,9,31,6453,27957,11867
IDARADO2,OIL,WCA,42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-02-01,10,28,5128,21380,9431
IDARADO2,OIL,WCA,42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-03-01,11,31,5330,25941,9803
IDARADO2,OIL,WCA,42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-04-01,12,30,3768,21814,6929
IDARADO2,OIL,WCA,42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-05-01,13,31,3910,23119,7191
IDARADO2,OIL,WCA,42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-06-01,14,30,3539,21908,6507
IDARADO2,OIL,WCA,42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-07-01,15,31,3880,25307,7134
IDARADO2,OIL,WCA,42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-08-01,16,31,3008,19986,5532
IDARADO2,OIL,WCA,42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-09-01,17,30,3464,22527,6370
IDARADO2,OIL,WCA,42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-10-01,18,31,3325,22568,6113
IDARADO2,OIL,WCA,42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-11-01,19,30,2809,23179,5164
IDARADO2,OIL,WCA,42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2021-07-01,1,31,15955,17168,24536
IDARADO2,OIL,WCA,42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2021-08-01,2,31,23715,26878,36565
IDARADO2,OIL,WCA,42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2021-09-01,3,30,16924,26041,26175
IDARADO2,OIL,WCA,42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2021-10-01,4,31,12251,26065,19004
IDARADO2,OIL,WCA,42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2021-11-01,5,30,9561,24669,14877
IDARADO2,OIL,WCA,42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2021-12-01,6,31,7171,21633,11192
IDARADO2,OIL,WCA,42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-01-01,7,31,6094,19714,9541
IDARADO2,OIL,WCA,42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-02-01,8,28,4580,17868,7192
IDARADO2,OIL,WCA,42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-03-01,9,31,4408,17703,6942
IDARADO2,OIL,WCA,42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-04-01,10,30,3382,13303,5342
IDARADO2,OIL,WCA,42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-05-01,11,31,3717,13296,5889
IDARADO2,OIL,WCA,42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-06-01,12,30,3753,15981,5964
IDARADO2,OIL,WCA,42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-07-01,13,31,2727,14963,4346
IDARADO2,OIL,WCA,42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-08-01,14,31,1604,9281,2565
IDARADO2,OIL,WCA,42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-09-01,15,30,1761,8971,2824
IDARADO2,OIL,WCA,42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-10-01,16,31,2900,12293,4664
IDARADO2,OIL,WCA,42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-11-01,17,30,3058,14828,4934
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2019-05-01,1,31,31638,22639,34556
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2019-06-01,2,30,43954,32078,47387
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2019-07-01,3,31,38122,28751,39715
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2019-08-01,4,31,31630,24209,31823
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2019-09-01,5,30,26923,21980,26174
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2019-10-01,6,31,23221,19215,21815
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2019-11-01,7,30,14095,13465,12795
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2019-12-01,8,31,18438,17877,16173
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-01-01,9,31,19092,20552,16173
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-02-01,10,29,16083,16044,13172
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-03-01,11,31,16336,15125,12936
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-04-01,12,30,13775,13362,10540
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-05-01,13,31,14083,12540,10413
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-06-01,14,30,13022,11263,9304
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-07-01,15,31,13261,11657,9155
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-08-01,16,31,13187,13403,8792
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-09-01,17,30,12649,14188,8149
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-10-01,18,31,11868,13874,7388
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-11-01,19,30,7447,7985,4480
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-12-01,20,31,4335,2043,2520
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2021-01-01,21,31,8295,5338,4657
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2021-02-01,22,28,5339,3538,2899
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2021-03-01,23,31,8620,5557,4529
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2021-04-01,24,30,7720,5694,3919
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2021-05-01,25,31,7039,6130,3453
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2021-06-01,26,30,4642,3917,2200
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2021-07-01,27,31,6791,5763,3110
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2021-08-01,28,31,6922,6683,3062
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2021-09-01,29,30,6720,7231,2872
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2021-10-01,30,31,6729,7406,2779
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2021-11-01,31,30,6453,6691,2575
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2021-12-01,32,31,6330,7010,2441
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2022-01-01,33,31,6076,6977,2263
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2022-02-01,34,28,5273,5843,1900
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2022-03-01,35,31,5423,6097,1890
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2022-04-01,36,30,3092,3070,1041
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2022-05-01,37,31,1266,1016,412
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2022-06-01,38,30,1995,1482,627
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2022-07-01,39,31,2837,1169,862
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2022-08-01,40,31,3748,1917,1100
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2022-09-01,41,30,3290,1681,933
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2022-10-01,42,31,3325,3811,911
IDARADO2,OIL,WCA,42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2022-11-01,43,30,5062,4868,1340
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2019-05-01,1,31,33928,22992,34450
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2019-06-01,2,30,46090,33859,53099
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2019-07-01,3,31,40517,32791,42240
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2019-08-01,4,31,31008,27093,31920
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2019-09-01,5,30,27077,26180,27529
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2019-10-01,6,31,23529,23670,23626
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2019-11-01,7,30,19775,24688,19611
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2019-12-01,8,31,17302,23362,16947
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2020-01-01,9,31,17374,23591,16804
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2020-02-01,10,29,15358,19655,14673
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2020-03-01,11,31,12362,15212,11667
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2020-04-01,12,30,5434,3291,5065
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2020-05-01,13,31,13330,8071,12272
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2020-06-01,14,30,13730,8586,12484
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2020-07-01,15,31,14158,9283,12714
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2020-08-01,16,31,14257,10693,12642
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2020-09-01,17,30,11981,9913,10492
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2020-10-01,18,31,11641,10919,10069
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2020-11-01,19,30,12126,14877,10359
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2020-12-01,20,31,10932,13512,9223
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2021-01-01,21,31,3778,1912,3147
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2021-02-01,22,28,4949,3185,4074
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2021-03-01,23,31,8412,5767,6841
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2021-04-01,24,30,7740,6083,6217
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2021-05-01,25,31,3387,2479,2687
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2021-06-01,26,30,318,649,249
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2021-07-01,27,31,1748,987,1353
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2021-08-01,28,31,6016,2907,4597
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2021-09-01,29,30,7606,5183,5740
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2021-10-01,30,31,7805,6368,5817
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2021-11-01,31,30,7670,6042,5646
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2021-12-01,32,31,6655,6908,4838
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2022-01-01,33,31,6192,7345,4445
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2022-02-01,34,28,5532,6563,3924
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2022-03-01,35,31,5440,6951,3813
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2022-04-01,36,30,5084,6386,3519
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2022-05-01,37,31,5422,6970,3707
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2022-06-01,38,30,4704,6400,3176
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2022-07-01,39,31,4665,5999,3111
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2022-08-01,40,31,4514,6018,2972
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2022-09-01,41,30,3813,5827,2480
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2022-10-01,42,31,3342,6048,2146
IDARADO2,OIL,WCA,42-317-41466,8413,9872,PIONEER,MEEK-HARDIN 3C 3H,2022-11-01,43,30,4188,7124,2657
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2020-05-01,1,31,10124,6456,13957
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2020-06-01,2,30,7459,5657,10624
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2020-07-01,3,31,41286,36465,60062
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2020-08-01,4,31,31651,28641,47046
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2020-09-01,5,30,32537,27301,49398
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2020-10-01,6,31,31413,31731,48711
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2020-11-01,7,30,25751,28642,40786
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2020-12-01,8,31,21608,25278,34956
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2021-01-01,9,31,19246,22933,31811
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2021-02-01,10,28,11372,12737,19186
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2021-03-01,11,31,16972,18893,29225
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2021-04-01,12,30,12987,16520,22841
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2021-05-01,13,31,12538,16363,22523
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2021-06-01,14,30,10293,13347,18886
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2021-07-01,15,31,10881,14642,20392
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2021-08-01,16,31,4581,19925,8772
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2021-09-01,17,30,8561,42668,16743
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2021-10-01,18,31,6197,39218,12379
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2021-11-01,19,30,9920,13528,20240
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2021-12-01,20,31,10892,16071,22698
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2022-01-01,21,31,10065,15517,21431
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2022-02-01,22,28,8734,13499,18982
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2022-03-01,23,31,7988,13834,17719
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2022-04-01,24,30,5019,7058,11371
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2022-05-01,25,31,7249,11070,16775
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2022-06-01,26,30,7565,9528,17881
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2022-07-01,27,31,7532,7416,18183
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2022-08-01,28,31,8457,10885,20860
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2022-09-01,29,30,8106,7784,20422
IDARADO2,OIL,WCA,42-317-42233,8689,10307,CHEVRON,VLT SAUER ELEGANCE UNIT 0061WA,2022-10-01,30,31,2606,1346,6706
IDARADO2,OIL,WCA,42-317-43697,8497,9975,LARIO OIL & GAS COMPANY,DOOLITTLE 12 301,2022-01-01,1,31,15280,11799,17889
IDARADO2,OIL,WCA,42-317-43697,8497,9975,LARIO OIL & GAS COMPANY,DOOLITTLE 12 301,2022-02-01,2,28,19251,16296,22628
IDARADO2,OIL,WCA,42-317-43697,8497,9975,LARIO OIL & GAS COMPANY,DOOLITTLE 12 301,2022-03-01,3,31,13621,8239,16112
IDARADO2,OIL,WCA,42-317-43697,8497,9975,LARIO OIL & GAS COMPANY,DOOLITTLE 12 301,2022-04-01,4,30,10303,9638,12268
IDARADO2,OIL,WCA,42-317-43697,8497,9975,LARIO OIL & GAS COMPANY,DOOLITTLE 12 301,2022-05-01,5,31,10035,9162,12029
IDARADO2,OIL,WCA,42-317-43697,8497,9975,LARIO OIL & GAS COMPANY,DOOLITTLE 12 301,2022-06-01,6,30,14521,11919,17521
IDARADO2,OIL,WCA,42-317-43697,8497,9975,LARIO OIL & GAS COMPANY,DOOLITTLE 12 301,2022-07-01,7,31,13459,7439,16347
IDARADO2,OIL,WCA,42-317-43697,8497,9975,LARIO OIL & GAS COMPANY,DOOLITTLE 12 301,2022-08-01,8,31,13935,628,17038
IDARADO2,OIL,WCA,42-317-43697,8497,9975,LARIO OIL & GAS COMPANY,DOOLITTLE 12 301,2022-09-01,9,30,12608,8695,15518
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2017-09-01,1,30,2934,3002,4937
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2017-10-01,2,31,18590,16930,33050
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2017-11-01,3,30,15123,18365,27008
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2017-12-01,4,31,13186,16356,23655
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2018-01-01,5,31,5776,5300,10409
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2018-02-01,6,28,9594,21034,17366
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2018-03-01,7,31,9137,25262,16612
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2018-04-01,8,30,4564,12533,8336
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2018-05-01,9,31,1737,1934,3187
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2018-06-01,10,30,4233,3361,7802
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2018-07-01,11,31,5192,6732,9612
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2018-08-01,12,31,6643,8869,12355
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2018-09-01,13,30,6143,19057,11477
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2018-10-01,14,31,4585,13169,8604
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2018-11-01,15,30,5513,17986,10393
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2018-12-01,16,31,5780,20580,10946
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2019-01-01,17,31,4691,21613,8925
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2019-02-01,18,28,3162,15281,6043
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2019-03-01,19,31,4247,13278,8151
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2019-04-01,20,30,3548,12364,6840
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2019-05-01,21,31,3266,18940,6325
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2019-06-01,22,30,2786,16862,5419
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2019-07-01,23,31,2553,16530,4989
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2019-08-01,24,31,2381,18353,4674
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2019-09-01,25,30,2252,15116,4442
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2019-10-01,26,31,2384,14531,4723
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2019-11-01,27,30,2312,14033,4602
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2019-12-01,28,31,2430,14031,4859
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2020-01-01,29,31,1808,14444,3630
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2020-02-01,30,29,1437,12947,2898
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2020-03-01,31,31,1690,15363,3425
IDARADO2,OIL,WCA,42-317-40602,8744,7410,"VENCER ENERGY, LLC",MCMURRY-CRIM 30 103HB,2020-04-01,32,30,1381,14064,2811
