WellName,TotalProdMonths,OIL_BBL
LENORAH 1-02 0602BH,24,1913.616114662018
LENORAH 1-02 0602BH,25,1100.685397961925
LENORAH 1-02 0602BH,26,1258.8080198434268
LENORAH 1-02 0602BH,27,783.3208821006614
LENORAH 1-02 0602BH,28,1509.524969853736
LENORAH 1-02 0602BH,29,1135.4122280327972
LENORAH 1-02 0602BH,30,808.1822896165645
LENORAH 1-02 0602BH,31,1293.8988959907028
LENORAH 1-02 0602BH,32,1311.990403178947
LENORAH 1-02 0602BH,33,603.0502396081298
LENORAH 1-02 0602BH,34,849.3511524307572
LENORAH 1-02 0602BH,35,1285.87405421954
LENORAH 1-02 0602BH,36,1259.0612692878815
LENORAH 1-02 0602BH,37,1412.657057349753
LENORAH 1-02 0602BH,38,1139.1476573385066
LENORAH 1-02 0602BH,39,818.0183171467309
LENORAH 1-02 0602BH,40,637.2389146095356
LENORAH 1-02 0602BH,41,884.1887791335786
LENORAH 1-02 0602BH,42,565.537665648254
LENORAH 1-02 0602BH,43,379.7791981406159
LENORAH 1-02 0602BH,44,993.3709458741793
LENORAH 1-02 0602BH,45,1038.9558458760537
LENORAH 1-02 0602BH,46,946.9946413583832
LENORAH 1-02 0602BH,47,401.2420885581651
LENORAH 1-02 0602BH,48,393.0273097036607
STRAIN 19 UNIT 1 1901BH,1,3824.9015805864033
STRAIN 19 UNIT 1 1901BH,2,6149.832540102238
STRAIN 19 UNIT 1 1901BH,3,6790.042501517911
STRAIN 19 UNIT 1 1901BH,4,5796.815324049592
STRAIN 19 UNIT 1 1901BH,5,4998.178506375227
STRAIN 19 UNIT 1 1903 1903BH,1,406.731168375004
STRAIN 19 UNIT 1 1903 1903BH,2,4144.186348340127
STRAIN 19 UNIT 1 1903 1903BH,3,4649.116680932853
STRAIN 19 UNIT 1 1903 1903BH,4,5125.880512181881
STRAIN 19 UNIT 1 1903 1903BH,5,4370.113315760686
STRAIN 19 UNIT 1 1903 1903BH,6,3762.99134655299
STRAIN 19 UNIT 2 1904 1964DH,1,5645.603271983639
STRAIN 19 UNIT 2 1904 1964DH,2,10406.194339996042
STRAIN 19 UNIT 2 1904 1964DH,3,12433.851177518309
STRAIN 19 UNIT 2 1904 1964DH,4,15856.646216768915
STRAIN 19 UNIT 2 1904 1964DH,5,12802.8151593113
STRAIN 19 UNIT 2 1904 1964DH,6,10803.578732106338
MCMURRY-CRIM 70 107HB,1,9062.784580498865
MCMURRY-CRIM 70 107HB,2,9909.185867895543
MCMURRY-CRIM 70 107HB,3,7966.574500768049
MCMURRY-CRIM 70 107HB,4,7210.767735665694
MCMURRY-CRIM 70 107HB,5,9107.324994513934
MCMURRY-CRIM 70 107HB,6,6108.263038548752
MCMURRY-CRIM 70 107HB,7,755.8305903006363
MCMURRY-CRIM 70 107HB,8,2376.163265306122
